#time,x,y,location_type,rank,incubation_time
-17,-0.22631942126132787,51.54534179801542,house,0,1
-17,-0.24531673029176412,51.53517782146642,house,0,1
-17,-0.2809613623752523,51.53527256865903,house,0,10
-17,-0.2817369144075565,51.56906454846436,house,0,5
-17,-0.24733205724614177,51.54294258143825,house,0,5
-17,-0.2941709492173438,51.5641878297187,house,0,4
-17,-0.29381098554182383,51.565729155747334,house,0,5
-17,-0.2659040201470107,51.59162622262965,house,0,2
-17,-0.30772114965896047,51.58507323696619,house,0,7
-17,-0.3043567912543561,51.58788002686443,house,0,1
-17,-0.252390764681003,51.545775340554854,house,0,3
-17,-0.2579231732694859,51.56135664021621,house,0,3
-17,-0.3062236586285387,51.56567456283603,house,0,2
-17,-0.2562509890025993,51.56461718767811,house,0,4
-17,-0.3091835469966654,51.567096511073906,house,0,5
-17,-0.3046098455938635,51.55959282447622,house,0,2
-17,-0.2642159543334527,51.587647270814074,house,0,3
-17,-0.22312300497110485,51.544477051596765,house,0,5
-17,-0.22312300497110485,51.544477051596765,house,0,6
-17,-0.20665329863378418,51.53192225576838,house,0,3
-16,-0.28868110326749047,51.595720194664544,house,0,7
-16,-0.2804617069059705,51.59081275826278,house,0,5
-16,-0.2213605363663662,51.552562366673484,house,0,3
-16,-0.26504424943976373,51.545028859266274,house,0,1
-16,-0.27838107762572306,51.59658188333076,house,0,7
-16,-0.1964739758949368,51.528799283620145,house,0,1
-16,-0.24735501405463323,51.58758603081152,house,0,3
-16,-0.29300387070107686,51.59213259467942,house,0,2
-16,-0.1932993471125803,51.531783849175156,house,0,1
-16,-0.27935433841476914,51.586809760397905,house,0,4
-16,-0.19291081236669946,51.531832193442064,house,0,3
-16,-0.3189797299342543,51.582320235076004,house,0,3
-16,-0.2471229216756624,51.545024358415375,house,0,5
-16,-0.2447604734145149,51.554708677509794,house,0,4
-16,-0.30207779756116826,51.579569400903154,house,0,2
-16,-0.29217228685337904,51.55119685295814,house,0,1
-16,-0.2554151275198285,51.58306108532776,house,0,2
-16,-0.2216298871435305,51.54110042180712,house,0,6
-16,-0.2747344845539966,51.59589292202414,house,0,4
-16,-0.24234739345612272,51.53907658982097,house,0,4
-16,-0.2794333884992739,51.551927946463685,house,0,3
-16,-0.2478475857331598,51.54170053452253,house,0,7
-16,-0.2756037575951846,51.5813253784608,house,0,8
-16,-0.3021932786272339,51.580970917187834,house,0,4
-16,-0.1953523865750678,51.52445090493357,house,0,8
-16,-0.29151709799356695,51.53796995627672,house,0,6
-16,-0.2895851122343527,51.55902718683801,house,0,7
-16,-0.2895851122343527,51.55902718683801,house,0,1
-16,-0.3046098455938635,51.55959282447622,house,0,1
-16,-0.2771829675900449,51.59642003109734,house,0,7
-16,-0.2704154283405612,51.60054351540237,house,0,6
-16,-0.3043567912543561,51.58788002686443,house,0,3
-16,-0.28573686540341364,51.597397969890245,house,0,4
-16,-0.22631942126132787,51.54534179801542,house,0,2
-16,-0.22631942126132787,51.54534179801542,house,0,3
-15,-0.24733205724614177,51.54294258143825,house,0,6
-15,-0.25784888401094586,51.58624515112181,house,0,4
-15,-0.30650695623484797,51.569029213158494,house,0,5
-15,-0.26331805943441544,51.5317823411212,house,0,1
-15,-0.19523094989828463,51.52857183221319,house,0,3
-15,-0.26868935802200905,51.603100102615116,house,0,1
-15,-0.2647771824217142,51.58473692405164,house,0,2
-15,-0.29516519397532526,51.549235449450244,house,0,2
-15,-0.3307606825352657,51.55248388991275,house,0,3
-15,-0.31236069811857803,51.551211558316126,house,0,1
-15,-0.22286391266306008,51.56279391484447,house,0,2
-15,-0.21837707590247082,51.55796776396055,house,0,1
-15,-0.2271035785934689,51.539848939765164,house,0,1
-15,-0.24343559194169334,51.53304776935846,house,0,4
-15,-0.3169254485322144,51.578601660941125,house,0,1
-15,-0.3064083596950629,51.572261932962235,house,0,8
-15,-0.20419669595819961,51.55017067719008,house,0,2
-15,-0.2621802858199696,51.53248057523725,house,0,4
-15,-0.2648472812614332,51.55061928237981,house,0,1
-15,-0.238856028447066,51.57512978293375,house,0,2
-15,-0.28905191513499945,51.56120140269236,house,0,4
-15,-0.2986156019812692,51.57029602332805,house,0,4
-15,-0.28416393254795785,51.563183729380775,house,0,4
-15,-0.22097664857109123,51.5559458025334,house,0,4
-15,-0.26476453548127443,51.58290415606496,house,0,2
-15,-0.25448075701845546,51.548124015107355,office,0,4
-15,-0.29295383807061,51.575591381286394,house,0,8
-15,-0.2636864415282746,51.57618489332738,house,0,4
-15,-0.3062236586285387,51.56567456283603,house,0,2
-15,-0.28795751396141356,51.55961963052299,house,0,4
-15,-0.2895851122343527,51.55902718683801,house,0,6
-15,-0.2895851122343527,51.55902718683801,house,0,5
-15,-0.28920116227378023,51.54539863056857,house,0,3
-15,-0.2921665412310763,51.55058433330809,house,0,6
-15,-0.28573686540341364,51.597397969890245,house,0,8
-15,-0.28900198858484305,51.59662349431161,house,0,1
-15,-0.27791274637380525,51.592370341392,house,0,5
-15,-0.2659040201470107,51.59162622262965,house,0,2
-15,-0.2592034477831673,51.58807660742361,house,0,8
-15,-0.2187210912445737,51.550821660460485,house,0,4
-15,-0.2187210912445737,51.550821660460485,house,0,6
-15,-0.23717239419582456,51.56525579190264,house,0,5
-15,-0.23717239419582456,51.56525579190264,house,0,6
-15,-0.22631942126132787,51.54534179801542,house,0,5
-15,-0.22631942126132787,51.54534179801542,house,0,4
-15,-0.22312300497110485,51.544477051596765,house,0,2
-15,-0.26504424943976373,51.545028859266274,house,0,7
-15,-0.33394526385910306,51.552975317752086,house,0,4
-15,-0.20665329863378418,51.53192225576838,house,0,4
-15,-0.20665329863378418,51.53192225576838,house,0,3
-14,-0.2931417675462023,51.56556045859849,house,0,5
-14,-0.25495058251279895,51.59103872823866,house,0,4
-14,-0.26731630767788567,51.598930534638825,house,0,4
-14,-0.25712655378702387,51.58716217333488,house,0,4
-14,-0.24813577315992252,51.56455501082781,house,0,5
-14,-0.2871493322029634,51.581581663058415,house,0,3
-14,-0.2564838134669535,51.54990534852544,house,0,3
-14,-0.31601101020522826,51.55668561501665,house,0,2
-14,-0.21711907291223115,51.55055478284619,house,0,6
-14,-0.29322110517774,51.54580242841453,house,0,6
-14,-0.28944379343154325,51.58417038338582,house,0,4
-14,-0.2356130929902545,51.5471640984755,house,0,6
-14,-0.23462848155565674,51.560640211116876,house,0,2
-14,-0.2925245000205092,51.57861345467654,house,0,6
-14,-0.237272619869796,51.54062251467054,house,0,1
-14,-0.22955870310391888,51.5414062022791,house,0,1
-14,-0.27645083881283933,51.546624949008134,house,0,2
-14,-0.23372413551600418,51.55290698773534,house,0,1
-14,-0.26493418872240526,51.57164053284862,house,0,4
-14,-0.27041611578583247,51.551137946632714,house,0,3
-14,-0.2642705568099014,51.54942880701969,house,0,3
-14,-0.3233710292787696,51.55179678758547,house,0,2
-14,-0.20313310147358965,51.531627058131015,house,0,2
-14,-0.3068439496333039,51.563337498940164,house,0,3
-14,-0.27317023798644313,51.564240894309,house,0,3
-14,-0.3296147725132724,51.55362424809756,office,0,2
-14,-0.30328767971743653,51.57156442935864,house,0,3
-14,-0.30253514845085977,51.569689916502476,house,0,4
-14,-0.30253514845085977,51.569689916502476,house,0,3
-14,-0.2579231732694859,51.56135664021621,house,0,8
-14,-0.2579231732694859,51.56135664021621,house,0,4
-14,-0.2648472812614332,51.55061928237981,house,0,5
-14,-0.2875661990105139,51.57259958770554,house,0,8
-14,-0.2861273888197732,51.57013607655936,house,0,4
-14,-0.2813812805095664,51.569294934742906,house,0,2
-14,-0.2813812805095664,51.569294934742906,house,0,4
-14,-0.28831783562037455,51.58470169237986,house,0,2
-14,-0.26473783150716235,51.57713381691778,house,0,2
-14,-0.3062236586285387,51.56567456283603,house,0,4
-14,-0.2895851122343527,51.55902718683801,house,0,4
-14,-0.31236069811857803,51.551211558316126,house,0,5
-14,-0.28920116227378023,51.54539863056857,house,0,5
-14,-0.2817506982545051,51.55089731018988,house,0,2
-14,-0.26868935802200905,51.603100102615116,house,0,3
-14,-0.26868935802200905,51.603100102615116,house,0,5
-14,-0.26176054689116196,51.59706144087955,house,0,4
-14,-0.29300387070107686,51.59213259467942,house,0,3
-14,-0.28900198858484305,51.59662349431161,house,0,7
-14,-0.2554151275198285,51.58306108532776,house,0,3
-14,-0.3169254485322144,51.578601660941125,house,0,3
-14,-0.2187210912445737,51.550821660460485,house,0,3
-14,-0.2271035785934689,51.539848939765164,house,0,1
-14,-0.2285955805436606,51.54445190896873,house,0,8
-14,-0.33394526385910306,51.552975317752086,house,0,8
-14,-0.3004793102903237,51.55158869508523,house,0,8
-14,-0.1922635653746173,51.535780571352724,house,0,3
-14,-0.20485451381045564,51.54520572091433,house,0,7
-13,-0.29107951923980996,51.593195900840364,house,0,5
-13,-0.2890832997892915,51.537020127936984,house,0,4
-13,-0.3022124763496793,51.58782389233566,house,0,4
-13,-0.2575714360862865,51.537604939791535,house,0,4
-13,-0.2940216920394307,51.5620957496958,house,0,8
-13,-0.22702269243818599,51.53850256700347,house,0,3
-13,-0.2980640129309622,51.58801128720741,house,0,3
-13,-0.2763523826380157,51.58487285751944,house,0,2
-13,-0.28693346752269044,51.5275092039803,house,0,3
-13,-0.26325037841931076,51.59005285533394,house,0,5
-13,-0.22333359868306432,51.53748549968475,house,0,5
-13,-0.30312464985375187,51.56892167112256,house,0,1
-13,-0.3212199082414115,51.56132396542891,house,0,5
-13,-0.28921080109348124,51.5672392274802,house,0,2
-13,-0.300352951608613,51.55306278284399,house,0,3
-13,-0.19740059966541526,51.545498405985064,house,0,3
-13,-0.2163585098224255,51.54722845713374,house,0,3
-13,-0.20485710165781934,51.541248708958,house,0,8
-13,-0.2946346824672016,51.56720595429723,house,0,2
-13,-0.2875456351115238,51.5741282419775,house,0,3
-13,-0.27657399271729244,51.55033029052417,house,0,3
-13,-0.2354715633518029,51.565088207295986,house,0,6
-13,-0.2858846903061638,51.5492960524039,house,0,5
-13,-0.2396537902261777,51.55428806971637,house,0,2
-13,-0.24862826257596232,51.537610028485226,house,0,4
-13,-0.2834375664375864,51.53352832695987,house,0,3
-13,-0.2834375664375864,51.53352832695987,house,0,4
-13,-0.26331805943441544,51.5317823411212,house,0,1
-13,-0.26331805943441544,51.5317823411212,house,0,2
-13,-0.2879949717755491,51.52722408286747,house,0,5
-13,-0.2879949717755491,51.52722408286747,house,0,3
-13,-0.2562509890025993,51.56461718767811,house,0,2
-13,-0.2875661990105139,51.57259958770554,house,0,3
-13,-0.2875661990105139,51.57259958770554,house,0,3
-13,-0.286859202402396,51.58096903643411,house,0,5
-13,-0.2941709492173438,51.5641878297187,house,0,4
-13,-0.2941709492173438,51.5641878297187,house,0,2
-13,-0.31236069811857803,51.551211558316126,house,0,1
-13,-0.3008965735475134,51.5449692261926,house,0,4
-13,-0.29516519397532526,51.549235449450244,house,0,4
-13,-0.2794333884992739,51.551927946463685,house,0,5
-13,-0.2794333884992739,51.551927946463685,house,0,2
-13,-0.26868935802200905,51.603100102615116,house,0,4
-13,-0.3043567912543561,51.58788002686443,house,0,2
-13,-0.2659040201470107,51.59162622262965,house,0,4
-13,-0.26292234710597295,51.59145210571891,house,0,2
-13,-0.2554151275198285,51.58306108532776,house,0,3
-13,-0.2554151275198285,51.58306108532776,house,0,2
-13,-0.3169254485322144,51.578601660941125,house,0,7
-13,-0.3262167878373969,51.58082461960247,house,0,8
-13,-0.21837707590247082,51.55796776396055,house,0,4
-13,-0.21837707590247082,51.55796776396055,house,0,6
-13,-0.2213605363663662,51.552562366673484,house,0,4
-13,-0.23717239419582456,51.56525579190264,house,0,7
-13,-0.2499504825007141,51.56437587391869,house,0,3
-13,-0.2271035785934689,51.539848939765164,house,0,3
-13,-0.22955870310391888,51.5414062022791,house,0,4
-13,-0.22955870310391888,51.5414062022791,house,0,3
-13,-0.2276862348615841,51.54327371153227,house,0,3
-13,-0.22631942126132787,51.54534179801542,house,0,4
-13,-0.252390764681003,51.545775340554854,house,0,4
-13,-0.23372413551600418,51.55290698773534,house,0,2
-13,-0.23372413551600418,51.55290698773534,house,0,4
-13,-0.3004793102903237,51.55158869508523,house,0,3
-13,-0.1922635653746173,51.535780571352724,house,0,4
-13,-0.1922635653746173,51.535780571352724,house,0,4
-13,-0.19507581921193745,51.52579057476384,house,0,3
-13,-0.19507581921193745,51.52579057476384,house,0,2
-12,-0.3108268978412255,51.575929015112486,house,0,9
-12,-0.2337635116848197,51.54509126045901,house,0,5
-12,-0.26358361559223814,51.57494193049393,house,0,4
-12,-0.23776687503096539,51.56370107166405,house,0,6
-12,-0.19023224256415402,51.54081021954579,house,0,1
-12,-0.30159393777232574,51.549538934588284,house,0,2
-12,-0.2710718691029168,51.591956905579146,house,0,3
-12,-0.28201156593022775,51.53536983081976,house,0,2
-12,-0.2624709611760419,51.58464431694948,house,0,4
-12,-0.26957247059057293,51.542662418640724,house,0,1
-12,-0.31172310641381995,51.56516158121132,house,0,4
-12,-0.2951644874248099,51.56750748634099,house,0,4
-12,-0.28274593574343937,51.5354348432756,house,0,4
-12,-0.24306046193764413,51.56184302957064,house,0,7
-12,-0.264380840317413,51.57491901569188,house,0,6
-12,-0.27131162115863233,51.54837965720122,house,0,3
-12,-0.2362687503265287,51.552564057658785,house,0,5
-12,-0.24069632732953766,51.537487328080545,house,0,5
-12,-0.2615257419078027,51.568965888364126,house,0,3
-12,-0.31340468642126457,51.55722679592967,house,0,5
-12,-0.2955809455317186,51.562807859408686,house,0,4
-12,-0.28874179744528833,51.55834836596698,house,0,1
-12,-0.26630850889988267,51.56891024800677,house,0,5
-12,-0.2692373827157561,51.59091786175179,house,0,4
-12,-0.2918814235199632,51.59646499118242,house,0,4
-12,-0.2611778812199229,51.570814684338984,office,0,4
-12,-0.2681765101416328,51.57593936721064,office,0,2
-12,-0.2570529705372574,51.5443238795608,office,0,1
-12,-0.3094012625104876,51.58088873480657,house,0,4
-12,-0.2834375664375864,51.53352832695987,house,0,2
-12,-0.2648472812614332,51.55061928237981,house,0,8
-12,-0.2575051712403712,51.57757555767622,house,0,7
-12,-0.28831783562037455,51.58470169237986,house,0,2
-12,-0.26476453548127443,51.58290415606496,house,0,1
-12,-0.2669178446434486,51.57607408694856,house,0,3
-12,-0.26473783150716235,51.57713381691778,house,0,3
-12,-0.29381098554182383,51.565729155747334,house,0,7
-12,-0.29381098554182383,51.565729155747334,house,0,5
-12,-0.2941709492173438,51.5641878297187,house,0,5
-12,-0.29516519397532526,51.549235449450244,house,0,5
-12,-0.2794333884992739,51.551927946463685,house,0,2
-12,-0.3189797299342543,51.582320235076004,house,0,1
-12,-0.3189797299342543,51.582320235076004,house,0,3
-12,-0.21837707590247082,51.55796776396055,house,0,5
-12,-0.23462848155565674,51.560640211116876,house,0,6
-12,-0.2499504825007141,51.56437587391869,house,0,4
-12,-0.2271035785934689,51.539848939765164,house,0,3
-12,-0.252390764681003,51.545775340554854,house,0,2
-12,-0.24531673029176412,51.53517782146642,house,0,3
-12,-0.24234739345612272,51.53907658982097,house,0,5
-12,-0.22616363925833805,51.55491496845281,house,0,1
-12,-0.3004793102903237,51.55158869508523,house,0,2
-12,-0.19523094989828463,51.52857183221319,house,0,5
-11,-0.2940346205425243,51.543922718935924,house,0,4
-11,-0.3107356521794993,51.53246299967133,house,0,4
-11,-0.29307756883244634,51.58978204372233,house,0,4
-11,-0.26456344609239946,51.567472854177176,house,0,2
-11,-0.3113871104937527,51.58409138123233,house,0,7
-11,-0.20317736886130525,51.54405849184206,house,0,2
-11,-0.21552671726637107,51.553756506888114,house,0,8
-11,-0.26796010346652527,51.59654789249977,house,0,5
-11,-0.2907166918005762,51.58298930655249,house,0,2
-11,-0.23628081953112987,51.55438486993204,house,0,2
-11,-0.24889379829786604,51.56053058416534,house,0,6
-11,-0.3032793861551073,51.55954548080083,house,0,4
-11,-0.2845974820336351,51.596583580074714,house,0,8
-11,-0.2504531854175612,51.56026928045385,house,0,5
-11,-0.30341511083801664,51.55228766129081,house,0,6
-11,-0.2964432422561732,51.58827804213876,house,0,5
-11,-0.26650288790074994,51.58255915869414,house,0,7
-11,-0.22224780501343938,51.54076422022234,house,0,6
-11,-0.24207982791559243,51.56713979337297,house,0,1
-11,-0.3006449930691613,51.57005923783684,house,0,4
-11,-0.3090843235020939,51.55765985854344,house,0,2
-11,-0.2568609531926918,51.59447914662861,house,0,5
-11,-0.24557598715601878,51.55992983653273,house,0,5
-11,-0.23021965425165253,51.56191384086386,house,0,1
-11,-0.2361525995686358,51.53622131335644,house,0,8
-11,-0.25448075701845546,51.548124015107355,office,0,5
-11,-0.30459826619195074,51.56871798300173,house,0,5
-11,-0.30312464985375187,51.56892167112256,house,0,4
-11,-0.2986156019812692,51.57029602332805,house,0,4
-11,-0.27317023798644313,51.564240894309,house,0,5
-11,-0.2865261047952234,51.526685721045,house,0,6
-11,-0.238856028447066,51.57512978293375,house,0,3
-11,-0.2642705568099014,51.54942880701969,house,0,4
-11,-0.2642705568099014,51.54942880701969,house,0,4
-11,-0.2642705568099014,51.54942880701969,house,0,7
-11,-0.2763523826380157,51.58487285751944,house,0,2
-11,-0.2871493322029634,51.581581663058415,house,0,3
-11,-0.26476453548127443,51.58290415606496,house,0,6
-11,-0.31601101020522826,51.55668561501665,house,0,1
-11,-0.28416393254795785,51.563183729380775,house,0,3
-11,-0.28874179744528833,51.55834836596698,house,0,5
-11,-0.2747344845539966,51.59589292202414,house,0,5
-11,-0.2804617069059705,51.59081275826278,house,0,3
-11,-0.2792995228912661,51.59219772124248,house,0,4
-11,-0.25490074596177326,51.585882518168965,house,0,9
-11,-0.25521184869046726,51.58804074393221,house,0,5
-11,-0.20419669595819961,51.55017067719008,house,0,6
-11,-0.21837707590247082,51.55796776396055,house,0,1
-11,-0.2396537902261777,51.55428806971637,house,0,2
-11,-0.2326546608888695,51.56042820134117,house,0,8
-11,-0.22286391266306008,51.56279391484447,house,0,1
-11,-0.22286391266306008,51.56279391484447,house,0,3
-11,-0.25448075701845546,51.548124015107355,house,0,3
-11,-0.25404670223616826,51.54038042111709,house,0,3
-11,-0.25404670223616826,51.54038042111709,house,0,6
-11,-0.26333829461955605,51.54216023025171,house,0,2
-11,-0.26333829461955605,51.54216023025171,house,0,7
-11,-0.2471229216756624,51.545024358415375,house,0,6
-11,-0.22097664857109123,51.5559458025334,house,0,7
-11,-0.22097664857109123,51.5559458025334,house,0,3
-11,-0.23372413551600418,51.55290698773534,house,0,8
-11,-0.27041611578583247,51.551137946632714,house,0,8
-11,-0.19507581921193745,51.52579057476384,house,0,3
-10,-0.21257409171983202,51.556703932442495,house,0,5
-10,-0.25879258232250923,51.57734502009954,house,0,7
-10,-0.26006706711912086,51.537956486451776,house,0,3
-10,-0.26176403239275686,51.583522585920896,house,0,3
-10,-0.3177320156575886,51.56694960667255,house,0,4
-10,-0.22605739492411506,51.53768382760568,house,0,6
-10,-0.3057081478446607,51.56496176466078,house,0,1
-10,-0.2492175595463307,51.58632258105826,house,0,4
-10,-0.2788696818765082,51.55083883030969,house,0,4
-10,-0.2587552752050005,51.59612331865304,house,0,6
-10,-0.32815274406772194,51.55982338066179,house,0,2
-10,-0.2773588773154429,51.56986472458258,house,0,4
-10,-0.22493488086577101,51.54312015463013,house,0,4
-10,-0.2620641600416526,51.54282703481139,house,0,1
-10,-0.2925200028141973,51.59372604812186,house,0,7
-10,-0.3054804159229824,51.55656890099601,house,0,4
-10,-0.2667959618594187,51.582417356228376,house,0,3
-10,-0.26090009379082385,51.54603451891565,house,0,8
-10,-0.23824017130676245,51.56463089620015,house,0,8
-10,-0.28265525503133104,51.54938261436981,house,0,5
-10,-0.219211936775147,51.53038139104703,house,0,3
-10,-0.2868114082874919,51.595857384706676,house,0,1
-10,-0.280520390713511,51.59381817338461,house,0,4
-10,-0.2669608892173742,51.56721004408627,house,0,4
-10,-0.2307024034290987,51.54990919409904,house,0,6
-10,-0.28711635850103884,51.58179164066769,school,0,4
-10,-0.25938688218723155,51.538383465501596,office,0,3
-10,-0.30123133160350296,51.568933639654404,office,0,2
-10,-0.28921080109348124,51.5672392274802,house,0,3
-10,-0.2621802858199696,51.53248057523725,house,0,1
-10,-0.2621802858199696,51.53248057523725,house,0,3
-10,-0.19740059966541526,51.545498405985064,house,0,4
-10,-0.2642705568099014,51.54942880701969,house,0,5
-10,-0.2875661990105139,51.57259958770554,house,0,2
-10,-0.2875456351115238,51.5741282419775,house,0,6
-10,-0.28944379343154325,51.58417038338582,house,0,4
-10,-0.28905191513499945,51.56120140269236,house,0,3
-10,-0.31236069811857803,51.551211558316126,house,0,3
-10,-0.30159393777232574,51.549538934588284,house,0,1
-10,-0.26176054689116196,51.59706144087955,house,0,7
-10,-0.27935433841476914,51.586809760397905,house,0,3
-10,-0.3189797299342543,51.582320235076004,house,0,5
-10,-0.2326546608888695,51.56042820134117,house,0,4
-10,-0.24207982791559243,51.56713979337297,house,0,4
-10,-0.23717239419582456,51.56525579190264,house,0,5
-10,-0.22702269243818599,51.53850256700347,house,0,3
-10,-0.26957247059057293,51.542662418640724,house,0,1
-10,-0.26957247059057293,51.542662418640724,house,0,5
-10,-0.26479270541477784,51.54725576783049,house,0,2
-10,-0.2564838134669535,51.54990534852544,house,0,2
-10,-0.26333829461955605,51.54216023025171,house,0,4
-10,-0.1964739758949368,51.528799283620145,house,0,3
-10,-0.22616363925833805,51.55491496845281,house,0,4
-10,-0.27041611578583247,51.551137946632714,house,0,2
-10,-0.3004793102903237,51.55158869508523,house,0,5
-9,-0.30670045340354213,51.58819054313137,house,0,4
-9,-0.19501758596675475,51.54173155591042,house,0,2
-9,-0.2856827239671269,51.570038215177185,house,0,3
-9,-0.27795940262823593,51.551036856537316,house,0,5
-9,-0.31701840998803854,51.58384584098685,house,0,7
-9,-0.290807047727069,51.54670187348154,house,0,5
-9,-0.29173311247025585,51.592983491220245,house,0,1
-9,-0.325381934702843,51.55431645869733,house,0,7
-9,-0.2760264312192667,51.54985307432253,house,0,7
-9,-0.2998070879986669,51.557527514630046,house,0,5
-9,-0.19322064018999324,51.54162595927488,house,0,4
-9,-0.22937332437329508,51.54489728688362,house,0,3
-9,-0.21532976826768738,51.545461652548376,house,0,5
-9,-0.3163245607214978,51.54835702926727,house,0,4
-9,-0.32363984614082275,51.55810547302079,house,0,3
-9,-0.2508512173328456,51.534067338798394,house,0,6
-9,-0.19583164475700668,51.533202006019,house,0,3
-9,-0.2531895197870678,51.5737107682437,house,0,2
-9,-0.32393572403559706,51.55744710756554,house,0,5
-9,-0.22051927530826654,51.532741391605384,house,0,9
-9,-0.21343464410397675,51.52590497871641,house,0,3
-9,-0.3251872378215816,51.5569524606602,house,0,2
-9,-0.24327998938353423,51.56666416180439,house,0,4
