type,x,y,sqm
house,-2.7217912437284473,53.37238007169611,0
house,-2.7189767312528037,53.37266169846393,0
house,-2.7203931168212034,53.37633827425376,0
house,-2.721267213462295,53.37645934204818,0
house,-2.722865419449424,53.37481201585089,0
house,-2.7220273088810054,53.37701353876923,0
house,-2.722970995673879,53.375786149687706,0
house,-2.721633463287809,53.37293365507028,0
house,-2.7195883876578457,53.377365871820594,0
house,-2.7204572260142736,53.37254149790059,0
house,-2.7207308037004276,53.37474409570506,0
house,-2.721489937210092,53.374994065836766,0
house,-2.724137893339822,53.37699688494882,0
house,-2.7217168752474734,53.374592514429956,0
house,-2.7242016196479306,53.37723163810508,0
house,-2.7202343063806236,53.37730173589664,0
house,-2.7202964033707815,53.37555991210986,0
house,-2.7209415131001853,53.37425198447688,0
house,-2.720734910284939,53.373086679471584,0
house,-2.7207799242994204,53.374510439600115,0
house,-2.7204668206794973,53.3720233782394,0
house,-2.7223050680332337,53.37273142585092,0
house,-2.719084623262786,53.372889859422685,0
house,-2.7220120794083176,53.37572097967912,0
house,-2.720626808093091,53.37427565127675,0
house,-2.719343652108477,53.37535920620687,0
house,-2.721467507044996,53.37281501002515,0
house,-2.723194433238829,53.37606706831634,0
house,-2.7230014959298665,53.37623023666317,0
house,-2.720971972474046,53.37694880083079,0
house,-2.7200677190204967,53.37238392479805,0
house,-2.7238534881763665,53.37516023076289,0
house,-2.7207746286582815,53.37413285396908,0
house,-2.7202994542413967,53.37683619931826,0
house,-2.7210007602598734,53.37428286952871,0
house,-2.7206818587369037,53.37286488915971,0
house,-2.71953289063191,53.37460204565322,0
house,-2.72294536548046,53.37439182539133,0
house,-2.7206845955677657,53.37625808684547,0
house,-2.7193693741658587,53.3723366755498,0
house,-2.723057841373457,53.37496578092508,0
house,-2.7209336830948327,53.37633721860912,0
house,-2.7213939249865238,53.376778142120514,0
house,-2.718796985064245,53.3733202987084,0
house,-2.721900116690098,53.37505836071651,0
house,-2.719823012856006,53.37538063854617,0
house,-2.7211714785881673,53.377201669696525,0
house,-2.721569684040854,53.37258509115774,0
house,-2.7200294828190676,53.37430094724574,0
house,-2.722383205494308,53.376019060048804,0
house,-2.7232565800874724,53.375220713784266,0
house,-2.719739254463428,53.37247750587265,0
house,-2.7204148762606666,53.375826440505904,0
house,-2.721649107669947,53.37747335017965,0
house,-2.7192096963687673,53.372689636134275,0
house,-2.7210597461400226,53.373386221385076,0
house,-2.720327292762075,53.372920215581324,0
house,-2.7229002737297825,53.375451912761484,0
house,-2.71913456389271,53.37299977782945,0
house,-2.7185611915750902,53.37399400485898,0
house,-2.722658129023586,53.37648500153061,0
house,-2.7227784408275175,53.37604180639837,0
house,-2.7219972948180557,53.37296565832208,0
house,-2.722004519453937,53.373616831552255,0
house,-2.72004199722617,53.374659780505816,0
house,-2.7225115347294473,53.3742341578774,0
house,-2.7230517589424794,53.373961407910755,0
house,-2.7240508648957142,53.376603277618536,0
house,-2.723653968650304,53.376166010671064,0
house,-2.7198837586889155,53.37708039491876,0
house,-2.7218245814788453,53.37719634557181,0
house,-2.7236481293506345,53.37662957439739,0
house,-2.718554075196109,53.374095160896374,0
house,-2.719008633151867,53.37384373327121,0
house,-2.723825656123036,53.37590868305926,0
house,-2.7214032920906037,53.377273046107526,0
house,-2.723143696079694,53.37686498761602,0
house,-2.722040079217474,53.37628011818175,0
house,-2.7213740294524724,53.37271531731495,0
house,-2.7198013044929863,53.37377605631891,0
house,-2.721023575390396,53.37578423428787,0
house,-2.7212493300231286,53.37525718190511,0
house,-2.7222344425810108,53.3747820809761,0
house,-2.7233802845145885,53.37726781014033,0
house,-2.721482120903721,53.37620841278665,0
house,-2.720151979647447,53.3770240740088,0
house,-2.7226616138601076,53.37343973909163,0
house,-2.719681751871862,53.377436307439666,0
house,-2.7195551198505474,53.374914040796305,0
house,-2.7231683161700877,53.37470510199804,0
house,-2.722461402091275,53.37711483780827,0
house,-2.718925555804442,53.372890448298094,0
house,-2.721283715052845,53.375345433451685,0
house,-2.7203182843557707,53.37318398509167,0
house,-2.7209536507528362,53.37357962751233,0
house,-2.720053483492637,53.37470581208197,0
house,-2.718328470560348,53.37461850790038,0
house,-2.7189167659129136,53.37522893875566,0
house,-2.72060670917836,53.375287990391286,0
house,-2.7202397735307637,53.375016514850046,0
house,-2.7214635893662487,53.37586924894723,0
house,-2.720674293046981,53.37419516051667,0
house,-2.719074101033765,53.37355957737565,0
house,-2.7215597247603456,53.37702493258302,0
house,-2.718687511609381,53.372651954710214,0
house,-2.7191282215143717,53.374562304936376,0
house,-2.71826759773228,53.375040623923724,0
house,-2.7197298344441454,53.376920801936805,0
house,-2.720811371475545,53.37565892610853,0
house,-2.7208564263609705,53.37562645673155,0
house,-2.7208929771792736,53.37215761220588,0
house,-2.7229093048497583,53.37685098471689,0
house,-2.7192984783965777,53.37337867945072,0
house,-2.7205247097852925,53.374866779800364,0
house,-2.720649570303246,53.373505363363584,0
house,-2.722935485350689,53.37649329017203,0
house,-2.722299314106434,53.37530548612351,0
house,-2.719252960561162,53.37247209526866,0
house,-2.722089034786946,53.3748872062139,0
house,-2.7206883679263765,53.374746426592914,0
house,-2.720975524139955,53.37446864600296,0
house,-2.7226221335579557,53.373941766202336,0
house,-2.7194698640817347,53.37567730480018,0
house,-2.7193554961352104,53.3749283456718,0
house,-2.720387033599118,53.37194367368643,0
house,-2.719954087149606,53.373111719302884,0
house,-2.7208896112237633,53.374884973723056,0
house,-2.723842837896035,53.377275494128845,0
house,-2.718773216499535,53.37526410403565,0
house,-2.719452645028451,53.37454787310735,0
house,-2.7219898802709235,53.37261149620872,0
house,-2.7204597311981553,53.37387179049183,0
house,-2.7234316082368704,53.37537872045587,0
house,-2.723501650768992,53.37638482415481,0
house,-2.719643421062771,53.37245926898182,0
house,-2.7235885653654344,53.376002432090665,0
house,-2.7186085060410456,53.37452701348944,0
house,-2.7186556185884534,53.37354106381124,0
house,-2.7199860613553124,53.37543311837141,0
house,-2.721984336141275,53.372387214132964,0
house,-2.7207728977413175,53.37460352050966,0
house,-2.719739057002962,53.374603503877545,0
house,-2.7222671551681996,53.37487158206573,0
house,-2.7234029478494035,53.37617115671705,0
house,-2.720720466519139,53.374078189306495,0
house,-2.7197386129167636,53.3753929618376,0
house,-2.720527435049943,53.37486322320142,0
house,-2.720785578905744,53.37430695631066,0
house,-2.7232482460116043,53.374948041851376,0
house,-2.7204489497727997,53.37202069123984,0
house,-2.7196447580398817,53.372633631127364,0
house,-2.7208394096687014,53.37657710406821,0
house,-2.7231043206273573,53.374661805275146,0
house,-2.719840651283592,53.37358414053997,0
house,-2.7223396465318275,53.376861789402845,0
house,-2.7229295124490567,53.37390316447803,0
house,-2.7200896196782987,53.37205361745804,0
house,-2.7198227057819118,53.37308296620738,0
house,-2.7220342198301477,53.3759332897317,0
house,-2.7204299531061675,53.376136913888445,0
house,-2.7203657248051387,53.374530020613854,0
house,-2.7216884885046593,53.37525750430694,0
house,-2.7232730790301876,53.3772875144351,0
house,-2.7215003380667504,53.37503704799964,0
house,-2.7188163265310803,53.37486806123996,0
house,-2.7215575735960402,53.37481192044898,0
house,-2.718872015561189,53.37508636311828,0
house,-2.72158650002319,53.37390870167534,0
house,-2.7229514759559255,53.3757307813819,0
house,-2.7212253484914175,53.37670358129041,0
house,-2.71999033359277,53.37315476520313,0
house,-2.7185347160850584,53.37422652153616,0
house,-2.7204380417530936,53.373758211729914,0
house,-2.7204328244004126,53.37569234921179,0
house,-2.723451053179284,53.375684570390234,0
house,-2.719920363501048,53.375736490050286,0
house,-2.71954411257015,53.37265386249124,0
house,-2.721784556376139,53.374522327760054,0
house,-2.720578178813696,53.37188505901809,0
house,-2.7202165928603668,53.37602220400367,0
house,-2.720672097245239,53.377366038784,0
house,-2.721436527205425,53.373511890334015,0
house,-2.723813278286128,53.37544911627535,0
house,-2.7204850224693455,53.37716083185242,0
house,-2.723108287719967,53.374129755945766,0
house,-2.7210352370225293,53.372701369331544,0
house,-2.719814115457047,53.37623194282977,0
house,-2.7226954327788455,53.37599875944815,0
house,-2.7219600971043385,53.37315934348849,0
house,-2.7209912975963757,53.3745108903803,0
house,-2.7239581939557436,53.377113980305644,0
house,-2.7214654027358556,53.37494931831637,0
house,-2.7232121324807945,53.37608074096833,0
house,-2.7196300359777523,53.37278186584438,0
house,-2.7216133090238364,53.37645973713768,0
house,-2.7195543084581693,53.37353132198196,0
house,-2.720180097102131,53.37729598873858,0
house,-2.7197486133170288,53.37226476798424,0
house,-2.7186762827252395,53.37440059371758,0
house,-2.721124749528085,53.37721459242593,0
house,-2.719624785118525,53.37290044102508,0
house,-2.7196635514949477,53.37371227302902,0
house,-2.7209538199880514,53.373355321105265,0
house,-2.7210647459606094,53.372680103548966,0
house,-2.719302693535757,53.37479850177022,0
house,-2.723085851808693,53.374478358290965,0
house,-2.720023321811387,53.374005803604334,0
house,-2.7200960469383797,53.37213062229446,0
house,-2.7198882681618892,53.37653608148438,0
house,-2.7192051911192667,53.374617963083914,0
house,-2.7201607613247702,53.37241723650301,0
house,-2.7213868265771706,53.37581260131118,0
house,-2.7191935114908348,53.373959077931865,0
house,-2.7221208012418106,53.37351754547536,0
house,-2.7207952257319783,53.373910644693716,0
house,-2.7208486587877525,53.37724140972934,0
house,-2.723133056787951,53.37637260203158,0
house,-2.7193865975493847,53.37461138158443,0
house,-2.7225693641215045,53.37350761950802,0
house,-2.723006417195441,53.374157710470236,0
house,-2.7210681902281113,53.37640838410363,0
house,-2.721081683166668,53.37460693129553,0
house,-2.720339871451424,53.37394559512715,0
house,-2.7223506431381566,53.37263195153052,0
house,-2.721113334873386,53.373368681230254,0
house,-2.7197001226639346,53.37418196940501,0
house,-2.7199219081188413,53.37596378111893,0
house,-2.7219827196354354,53.376262006386554,0
house,-2.719213781357495,53.37435009604906,0
house,-2.721490964470431,53.37707680364703,0
house,-2.720240329874102,53.372871756304924,0
house,-2.7211276667125084,53.372837606072785,0
house,-2.7219786995732185,53.37421402892327,0
house,-2.7191196245860034,53.37278137840152,0
house,-2.7216734494135872,53.376118192377405,0
house,-2.723845692347502,53.375131802542576,0
house,-2.7186619050105607,53.37430719671792,0
house,-2.7228784190300135,53.37678605236706,0
house,-2.718373326594321,53.374439865437374,0
house,-2.7208925616901816,53.372835981362755,0
house,-2.7207935241200616,53.37270290709745,0
house,-2.721887819303499,53.37283006459304,0
house,-2.7196960992342794,53.3724014271718,0
house,-2.7213729145259427,53.37458208298854,0
house,-2.7231796986591097,53.374695826178595,0
house,-2.721146091821221,53.37461332496486,0
house,-2.7192789769872485,53.37471625741538,0
house,-2.719130026626462,53.37449775476401,0
house,-2.7213890346889857,53.37705540205558,0
house,-2.721730659762277,53.37266470533197,0
house,-2.723177910870954,53.37667788115284,0
house,-2.722981562446704,53.37452278461825,0
house,-2.7194688133825293,53.37399901258208,0
house,-2.7185613661113446,53.37349099029815,0
house,-2.721423704249937,53.376417909120626,0
house,-2.723651125290094,53.37718810078871,0
house,-2.720894008981115,53.371843977754885,0
house,-2.7195870809602734,53.37570126764016,0
house,-2.722874677837575,53.37583710483663,0
house,-2.7204003577528795,53.37621634308036,0
house,-2.7199029752050325,53.374093131707006,0
house,-2.7198194699065605,53.37645443991151,0
house,-2.722941474098929,53.37560045961591,0
house,-2.7200929354626107,53.373852309181956,0
house,-2.7228202188977177,53.37352748965092,0
house,-2.7240475049559008,53.37643625951153,0
house,-2.7188723452328474,53.37521409309689,0
house,-2.721270078598785,53.37576756650808,0
house,-2.724150647835911,53.376918368277856,0
house,-2.721113197167461,53.37437391004601,0
house,-2.7215552382062635,53.372695717568455,0
house,-2.7217611071409427,53.37624766504627,0
house,-2.7229156928243885,53.376219601029526,0
house,-2.7221777317262115,53.376994548386314,0
house,-2.7230122467133753,53.3744800092066,0
house,-2.719688883788192,53.37297340479459,0
house,-2.7216097173897764,53.376982050205555,0
house,-2.719933198734131,53.37294260699697,0
house,-2.720139882104964,53.37321524463957,0
house,-2.720831122700757,53.37723859704672,0
house,-2.7194825915566465,53.372183138604065,0
house,-2.720449323321228,53.37427898123435,0
house,-2.719724302943223,53.37334142505247,0
house,-2.719594367634013,53.37504428327722,0
house,-2.7232284498277366,53.37548260635385,0
house,-2.719871718409617,53.3728544877808,0
house,-2.719762421911808,53.37652567531451,0
house,-2.7200959011357146,53.37537348628817,0
house,-2.721635969204103,53.37678418768001,0
house,-2.718737227881536,53.373869784812435,0
house,-2.721124477116439,53.37491669620024,0
house,-2.7206432089932813,53.37222609761458,0
house,-2.720362410424089,53.37372280750792,0
house,-2.7237911066948057,53.37654537313678,0
house,-2.7197422720295727,53.37250602991639,0
house,-2.7199081258213176,53.37205662539093,0
house,-2.722258278042826,53.37454025003772,0
house,-2.723207117128549,53.37554578716423,0
house,-2.720807947681382,53.37345346421853,0
house,-2.720658079836116,53.37386229506043,0
house,-2.721380774848607,53.37504376385269,0
house,-2.7224879330338774,53.37500693046271,0
house,-2.7214006485810622,53.376381812008056,0
house,-2.7234304794670545,53.37627308609488,0
house,-2.720305458922471,53.375468593714864,0
house,-2.7194782172439385,53.37539774959286,0
house,-2.7194860005498005,53.372997750731436,0
house,-2.7225352552444715,53.37307874736436,0
house,-2.72014039616801,53.37693401909093,0
house,-2.7240541394873103,53.37642853178686,0
house,-2.7203432683644784,53.37336136571315,0
house,-2.7191580274875755,53.37252329356619,0
house,-2.7222461339632953,53.37245888495107,0
house,-2.722682349490439,53.377037242370754,0
house,-2.721411031459343,53.37324427230085,0
house,-2.7232019416686875,53.37712221002011,0
house,-2.722133525768891,53.37684497830205,0
house,-2.7214455741977157,53.37520766508667,0
house,-2.71964125522688,53.37354167463788,0
house,-2.7238336678430115,53.37497423506442,0
house,-2.723210170407932,53.37681106109467,0
house,-2.7204572465173773,53.37575315375584,0
house,-2.722641905086212,53.37386617382873,0
house,-2.720548569322445,53.37208341719951,0
house,-2.7206805933938893,53.37285539885132,0
house,-2.7231449715149285,53.3771217225683,0
house,-2.7205924562189203,53.37520936658492,0
house,-2.7187157171329197,53.37235807790481,0
house,-2.7220664692947167,53.37361252869106,0
house,-2.7219817322176136,53.37232169934884,0
house,-2.7194297302537005,53.37408876791094,0
house,-2.723401684566244,53.374603316237206,0
house,-2.7202569794444895,53.37300314511661,0
house,-2.7203585393702117,53.37550089496407,0
house,-2.722415745681409,53.373941554966024,0
house,-2.7203524651698148,53.377395206334285,0
house,-2.7209815326807,53.37462565987501,0
house,-2.720797036613225,53.372370230968876,0
house,-2.722675166197469,53.375241544036264,0
house,-2.718995503584185,53.372663046358404,0
house,-2.7201517465672187,53.375993855747836,0
house,-2.7233533830691896,53.37681729819092,0
house,-2.7203608951597342,53.374012843511416,0
house,-2.7199580066024467,53.37604139464634,0
house,-2.718314736309818,53.37391590562731,0
house,-2.7232638352293286,53.3751080076972,0
house,-2.720935999418041,53.37264074360712,0
house,-2.720335710905521,53.374388404234985,0
house,-2.7202487669504887,53.37222900826014,0
house,-2.722484652253159,53.377229417568884,0
house,-2.721926794634143,53.37743909315794,0
house,-2.720965989870221,53.37720749295088,0
house,-2.7217044709024587,53.374362569388204,0
house,-2.7191298668969464,53.374790574785045,0
house,-2.7230855395075597,53.37387219442676,0
house,-2.7188851194883012,53.37499331236511,0
house,-2.719851582219961,53.37400933430585,0
house,-2.719584125372481,53.3757695760056,0
house,-2.7213807686552434,53.3753305727703,0
house,-2.7202409890166073,53.37480654350682,0
house,-2.722380724246199,53.37641415378292,0
house,-2.722035403410917,53.37299618834504,0
house,-2.7213765623480732,53.37646475302173,0
house,-2.7229017222638503,53.37413567093019,0
house,-2.7226810830193333,53.377140364084184,0
house,-2.721572480870423,53.37550238492024,0
house,-2.7219235208461545,53.372328500592936,0
house,-2.7192442505531935,53.37386892147505,0
house,-2.721243569610448,53.373592038741485,0
house,-2.7222534132871226,53.37547258814423,0
house,-2.719676800414849,53.37702809569467,0
house,-2.721747830744823,53.3732528110423,0
house,-2.7210060301875516,53.37251029811632,0
house,-2.7221686682210304,53.374832765440495,0
house,-2.7197644419106135,53.37474803518256,0
house,-2.7205176143854444,53.37600897728853,0
house,-2.723197387334041,53.37607695333556,0
house,-2.7234817851934117,53.376475777008835,0
house,-2.722221499876537,53.37480373022438,0
house,-2.7204316594007496,53.37614653592668,0
house,-2.721204057103016,53.375500430447964,0
house,-2.7237683418915744,53.37555383772669,0
house,-2.7194615167008593,53.37328192442038,0
house,-2.720969383938883,53.37660957152143,0
house,-2.7189747607912196,53.372340437831895,0
house,-2.721420181681271,53.3764242213556,0
house,-2.722873987787027,53.37632782867862,0
house,-2.720218367999834,53.375331749750615,0
house,-2.7204352104940854,53.374879943646555,0
house,-2.7206201325477557,53.37674685498127,0
house,-2.7216913946658714,53.37493556104997,0
house,-2.720314760602316,53.37285161982804,0
house,-2.718566846601499,53.375338251182484,0
house,-2.7211218707655767,53.37370581534725,0
house,-2.724194172270871,53.37700078335954,0
house,-2.722728765021047,53.374572010212596,0
house,-2.7225583611135034,53.37498774734272,0
house,-2.7201254877116616,53.372002606630716,0
house,-2.720831973278264,53.37562004938456,0
house,-2.718396789539208,53.37395897102428,0
house,-2.719813408688023,53.374174521463296,0
house,-2.722138420016003,53.37378627707826,0
house,-2.722603372161601,53.375294892980804,0
house,-2.7184343818106993,53.37496922442216,0
house,-2.7186719611588375,53.37484719582024,0
house,-2.7222144407390636,53.37317852110141,0
house,-2.720915140866046,53.37736899241257,0
house,-2.7206251584776,53.37499874003311,0
house,-2.7229962126903784,53.37474336128772,0
house,-2.7217127650140283,53.37340400228925,0
house,-2.720770542562763,53.373171965345534,0
house,-2.721882762462581,53.37298232550805,0
house,-2.7226173532885576,53.37492715794112,0
house,-2.718612853296466,53.373025915565314,0
house,-2.7235554061726375,53.374376414676014,0
house,-2.7197515298307975,53.376657034182266,0
house,-2.724128551722066,53.37650837202709,0
house,-2.7214744199849266,53.37434507164978,0
house,-2.7225249546006545,53.37604702521232,0
house,-2.724154385570946,53.37707565354654,0
house,-2.718817680144611,53.37423665705661,0
house,-2.7226910938507443,53.37697650710759,0
house,-2.7222355354116683,53.37742583148981,0
house,-2.7210413557524094,53.37561259545485,0
house,-2.7192709830002615,53.37421117175041,0
house,-2.7207095080584542,53.37453247062766,0
house,-2.7214251753944767,53.37732883808697,0
house,-2.7213314638225614,53.37450090946354,0
house,-2.723624863387039,53.37531918079891,0
house,-2.7199729942642827,53.377040471176194,0
house,-2.7188808947945726,53.37499057962761,0
house,-2.72117930392088,53.37104613217367,0
house,-2.721175156780071,53.37059324465584,0
house,-2.720076071323377,53.371105976531354,0
house,-2.7202238674639077,53.37111561007345,0
house,-2.7195505600551804,53.37099507189755,0
house,-2.720780687792802,53.37075580780376,0
house,-2.721883557990237,53.37100699910257,0
house,-2.721051597434884,53.370686528745175,0
house,-2.720199970684158,53.370558583772095,0
house,-2.7206825608295713,53.370820604906534,0
house,-2.7201386068881503,53.371454783339615,0
house,-2.722066654839005,53.37108783408563,0
house,-2.7213431501476704,53.371286999877775,0
house,-2.7203863645423705,53.371415809989074,0
house,-2.720877305072312,53.37089587626756,0
house,-2.7205730626793634,53.37085842998527,0
house,-2.7213965314508193,53.37126745391217,0
house,-2.720815815440168,53.37075607491864,0
house,-2.7198671873563023,53.37110146135221,0
house,-2.7212023296232117,53.37116083114562,0
house,-2.7216962965806446,53.37124334260687,0
house,-2.72038307111508,53.37095917352342,0
house,-2.720133343925466,53.37128377707151,0
house,-2.721567411291233,53.370844315521836,0
house,-2.720672347872315,53.37048475771643,0
house,-2.7216998984880063,53.370911400018606,0
house,-2.7203426368322265,53.37130267240626,0
house,-2.7197699711130494,53.37090383326326,0
house,-2.720858224514941,53.370896698789295,0
house,-2.7209726638162004,53.37112020773661,0
house,-2.7210118487962247,53.370437856311,0
house,-2.7207368616227945,53.37102896855508,0
house,-2.7215795390230992,53.37085574216265,0
house,-2.721796913510334,53.3710554186669,0
house,-2.7207001675750906,53.371205414395526,0
house,-2.7203963133210336,53.37054374809806,0
house,-2.7215904441662517,53.370891653185474,0
house,-2.721403271336587,53.37088852184234,0
house,-2.720003340461036,53.37118659780829,0
house,-2.720652711575022,53.3706348208509,0
house,-2.7211486879928497,53.371141760080164,0
house,-2.719808994751489,53.371212994755055,0
house,-2.7194915483081963,53.37083722340676,0
house,-2.7218614408972743,53.37120709174792,0
house,-2.721081891140186,53.371258720438405,0
house,-2.7158996891505285,53.36800041100058,0
house,-2.7152455252749284,53.36778882272904,0
house,-2.7156006250239093,53.367825898517054,0
house,-2.7159703084025235,53.367405788958486,0
house,-2.7152599977110072,53.367238632700605,0
house,-2.7144310477589055,53.36768136770078,0
house,-2.71607227528686,53.36797011304601,0
house,-2.714858265880541,53.36772004843195,0
house,-2.715284323450528,53.367250196057725,0
house,-2.7154978828490526,53.36741841976944,0
house,-2.7145500404703875,53.36787313198239,0
house,-2.7146278399002592,53.36749844304292,0
house,-2.715232495695055,53.36708936122489,0
house,-2.7158007490598868,53.36763803267102,0
house,-2.715663657701244,53.36725464058562,0
house,-2.7152271594923914,53.367612793608735,0
house,-2.7143471386184976,53.367533235031644,0
house,-2.714930622839523,53.366902632776906,0
house,-2.71521389757217,53.366829328086325,0
house,-2.7141571252176715,53.36758337789449,0
house,-2.715312701452203,53.368043003559514,0
house,-2.715247438875493,53.367822220649835,0
house,-2.7145301588289494,53.368080293826836,0
house,-2.71477288800478,53.36758674183095,0
house,-2.715158029705016,53.36715320439538,0
house,-2.7160824248798368,53.36784087061077,0
house,-2.7159160831444606,53.36804777366816,0
house,-2.7138999826947017,53.36792476079306,0
house,-2.714042224981855,53.36787547356576,0
house,-2.7142829051609634,53.36806373539698,0
house,-2.7158224237792186,53.36713772029031,0
house,-2.715838852615121,53.3676885165777,0
house,-2.7150304366280364,53.367419910903386,0
house,-2.715256914580824,53.366800738237835,0
house,-2.715375196623745,53.367731574609515,0
house,-2.7150338792174677,53.36743498781474,0
house,-2.7146291865263543,53.36773466995709,0
house,-2.7142621612263236,53.36752810344758,0
house,-2.7148665699933687,53.36790254505369,0
house,-2.71575319107285,53.36809143492308,0
house,-2.7149058851254986,53.36728522300963,0
house,-2.714653379732545,53.36792822653171,0
house,-2.715230563381582,53.36780196309605,0
house,-2.7157253411874303,53.36765948390838,0
house,-2.714417925497984,53.3675879702071,0
house,-2.715432203920133,53.36717630164657,0
house,-2.7146865770309545,53.36810103549695,0
house,-2.7152738944396644,53.36738725798775,0
house,-2.714914731652949,53.36735651385723,0
house,-2.716049633814339,53.36825102560464,0
house,-2.714285168069504,53.36794394311908,0
house,-2.717784628083612,53.36709831895282,0
house,-2.716921522276179,53.36738834636439,0
house,-2.71744989876464,53.36756681902352,0
house,-2.7172323795263553,53.367452794563846,0
house,-2.716920920475358,53.367754221208834,0
house,-2.717302475422204,53.367647678128684,0
house,-2.718073632232328,53.367606944452426,0
house,-2.7183271969291716,53.367246996699414,0
house,-2.717263034048601,53.36746022325193,0
house,-2.7168965379025267,53.36764667142273,0
house,-2.7171112206360593,53.36739114938682,0
house,-2.717887757247759,53.36781151041008,0
house,-2.7182730435849707,53.367446498338055,0
house,-2.717038439572161,53.36743470173774,0
house,-2.7173829864808807,53.367187234671775,0
house,-2.716766527605672,53.367534146220244,0
house,-2.7164080546062457,53.36784419601531,0
house,-2.718130149382547,53.367036166195476,0
house,-2.717067995892836,53.367693463376845,0
house,-2.7169299384041263,53.367536058130035,0
house,-2.716745038616374,53.36749922898439,0
house,-2.7168489199582435,53.367686820396244,0
house,-2.7180643814651257,53.36708577254451,0
house,-2.718075278517979,53.36739156958381,0
house,-2.7182116838437596,53.367506987778675,0
house,-2.7174759834552673,53.36743900931462,0
house,-2.7251513438465405,53.371725952231785,0
house,-2.7290213358644912,53.3721543557898,0
house,-2.727522064744159,53.37186667070953,0
house,-2.7241979585323075,53.37084388861144,0
house,-2.723428319491257,53.37180051236047,0
house,-2.7237829523514585,53.37229408085201,0
house,-2.7252057098764064,53.37336924903961,0
house,-2.725411349485869,53.37109666653926,0
house,-2.72715281737486,53.37338615867931,0
house,-2.7260975890864594,53.37160272696629,0
house,-2.726291769120324,53.374269520649236,0
house,-2.724983922534632,53.37281130659069,0
house,-2.723056132254441,53.372194844503454,0
house,-2.7247202507808344,53.371838902037275,0
house,-2.729084781070474,53.37244902940198,0
house,-2.7251176434592836,53.37315192006602,0
house,-2.729073702155679,53.37246936126881,0
house,-2.7240046209489828,53.37069769732206,0
house,-2.7249696070338336,53.37301623117793,0
house,-2.7288021586325093,53.37272951660719,0
house,-2.7243008528196695,53.37324842372226,0
house,-2.727831301887659,53.373156193896065,0
house,-2.7244300779052537,53.373178234510334,0
house,-2.7289947259241876,53.372835373032544,0
house,-2.727548676519969,53.37226729135926,0
house,-2.7253304617372516,53.37105110505825,0
house,-2.727337786506275,53.37328637542005,0
house,-2.7244650802836077,53.37322750542688,0
house,-2.726147281517254,53.3730673338474,0
house,-2.725499387959586,53.37211627102185,0
house,-2.728130029694985,53.374221978706316,0
house,-2.7248738825378194,53.37169214162016,0
house,-2.724180427657513,53.37333743809835,0
house,-2.7231657696673355,53.37113370461551,0
