type,x,y,area
office,-0.46682149171829224,51.53122329711914,0
office,-0.46763819456100464,51.531131744384766,0
office,-0.4683777987957001,51.53106689453125,0
office,-0.46910980343818665,51.5313606262207,0
office,-0.46911439299583435,51.53124237060547,0
office,-0.4667277932167053,51.53150177001953,0
office,-0.46667590737342834,51.53129577636719,0
office,-0.4676406979560852,51.53141403198242,0
office,-0.4675888121128082,51.53120422363281,0
house,-0.4792932868003845,51.5324592590332,0
house,-0.47934699058532715,51.5323486328125,0
house,-0.47925180196762085,51.530517578125,0
house,-0.4794291853904724,51.53363800048828,0
house,-0.47942858934402466,51.533531188964844,0
house,-0.47942739725112915,51.533348083496094,0
house,-0.47967979311943054,51.533348083496094,0
house,-0.4796862006187439,51.53322219848633,0
house,-0.4794268012046814,51.53322219848633,0
house,-0.47942599654197693,51.53309631347656,0
house,-0.47920089960098267,51.53309631347656,0
house,-0.47920170426368713,51.533226013183594,0
house,-0.47888699173927307,51.53322982788086,0
house,-0.4788861870765686,51.53309631347656,0
house,-0.4786789119243622,51.53309631347656,0
house,-0.47868290543556213,51.533782958984375,0
house,-0.4788902997970581,51.533782958984375,0
house,-0.4788894057273865,51.53363800048828,0
house,-0.47920408844947815,51.53363800048828,0
house,-0.47923460602760315,51.53355026245117,0
house,-0.47923460602760315,51.53334426879883,0
house,-0.4788914918899536,51.5333366394043,0
house,-0.4788914918899536,51.53355026245117,0
house,-0.4794852137565613,51.53306198120117,0
house,-0.4792330861091614,51.53254699707031,0
office,-0.4688763916492462,51.53140640258789,0
house,-0.4801822900772095,51.53327178955078,0
house,-0.4799033999443054,51.53327178955078,0
house,-0.479900985956192,51.533363342285156,0
house,-0.48017990589141846,51.53336715698242,0
house,-0.4796788990497589,51.53341293334961,0
house,-0.47956350445747375,51.533409118652344,0
house,-0.47955408692359924,51.53357696533203,0
house,-0.4796695113182068,51.5335807800293,0
house,-0.4798871874809265,51.53380584716797,0
house,-0.479790598154068,51.53380584716797,0
house,-0.47979119420051575,51.53377151489258,0
house,-0.47971320152282715,51.53377151489258,0
house,-0.479715496301651,51.53361129760742,0
house,-0.4797840118408203,51.53361129760742,0
house,-0.4797869920730591,51.53340148925781,0
house,-0.4798957109451294,51.53340530395508,0
house,-0.47989529371261597,51.53343200683594,0
house,-0.4799743890762329,51.53343200683594,0
house,-0.47997209429740906,51.53358840942383,0
house,-0.4798904061317444,51.53358840942383,0
house,-0.48052549362182617,51.533409118652344,0
house,-0.48061439394950867,51.53345489501953,0
house,-0.4803963899612427,51.53361892700195,0
house,-0.4804413914680481,51.53364181518555,0
house,-0.48028799891471863,51.53376007080078,0
house,-0.48024749755859375,51.53373718261719,0
house,-0.4802182912826538,51.53376007080078,0
house,-0.4801318049430847,51.533714294433594,0
house,-0.4803467094898224,51.53355407714844,0
house,-0.48027560114860535,51.53351593017578,0
house,-0.4804275929927826,51.53340148925781,0
house,-0.4804917871952057,51.5334358215332,0
house,-0.4801706075668335,51.53312683105469,0
house,-0.4801259934902191,51.53312683105469,0
house,-0.48012620210647583,51.53315734863281,0
house,-0.4798445999622345,51.53315734863281,0
house,-0.4798443913459778,51.53312683105469,0
house,-0.47952020168304443,51.53312683105469,0
house,-0.47951969504356384,51.53306198120117,0
house,-0.4795630872249603,51.53306198120117,0
house,-0.4795626997947693,51.53300094604492,0
house,-0.47981879115104675,51.53300094604492,0
house,-0.47981929779052734,51.53306198120117,0
house,-0.48017019033432007,51.53306198120117,0
house,-0.4807353913784027,51.532981872558594,0
house,-0.4808405041694641,51.53302001953125,0
house,-0.4806711971759796,51.533199310302734,0
house,-0.48072341084480286,51.53321838378906,0
house,-0.4806010127067566,51.533348083496094,0
house,-0.4805454909801483,51.533329010009766,0
house,-0.4805237948894501,51.53335189819336,0
house,-0.480439692735672,51.533321380615234,0
house,-0.4806092083454132,51.53314208984375,0
house,-0.4805237054824829,51.533111572265625,0
house,-0.48064708709716797,51.53297805786133,0
house,-0.4807150065898895,51.53300476074219,0
house,-0.48092448711395264,51.5325813293457,0
house,-0.4806022047996521,51.53261947631836,0
house,-0.48061320185661316,51.532657623291016,0
house,-0.48036110401153564,51.532684326171875,0
house,-0.4803532063961029,51.53266143798828,0
house,-0.48029759526252747,51.53266525268555,0
house,-0.4802750051021576,51.5325927734375,0
house,-0.48060259222984314,51.532554626464844,0
house,-0.48058560490608215,51.53249740600586,0
house,-0.4808396100997925,51.532466888427734,0
house,-0.480853796005249,51.53251647949219,0
house,-0.48090219497680664,51.532508850097656,0
house,-0.480087012052536,51.53290557861328,0
house,-0.48007869720458984,51.532867431640625,0
house,-0.47974079847335815,51.532894134521484,0
house,-0.4797222912311554,51.53281021118164,0
house,-0.47977590560913086,51.532806396484375,0
house,-0.47976741194725037,51.53276824951172,0
house,-0.4800195097923279,51.532745361328125,0
house,-0.4800320863723755,51.53280258178711,0
house,-0.4803757965564728,51.53277587890625,0
house,-0.48039859533309937,51.53287887573242,0
house,-0.4798204004764557,51.53194808959961,0
house,-0.4798631966114044,51.531959533691406,0
house,-0.4797588884830475,51.53209686279297,0
house,-0.4797114133834839,51.532081604003906,0
house,-0.4795604944229126,51.53227996826172,0
house,-0.4794518053531647,51.532249450683594,0
house,-0.4794754981994629,51.53221893310547,0
house,-0.47941020131111145,51.53219985961914,0
house,-0.47951561212539673,51.53205871582031,0
house,-0.4795896112918854,51.532081604003906,0
house,-0.47973179817199707,51.53189468383789,0
house,-0.4798366129398346,51.531925201416016,0
house,-0.4802232086658478,51.53244400024414,0
house,-0.48018309473991394,51.5324592590332,0
house,-0.4802159070968628,51.53248977661133,0
house,-0.4800060987472534,51.53257369995117,0
house,-0.4799734950065613,51.53253936767578,0
house,-0.47966939210891724,51.532657623291016,0
house,-0.4796062111854553,51.5325927734375,0
house,-0.4796602129936218,51.53257369995117,0
house,-0.4796246886253357,51.532535552978516,0
house,-0.4798271954059601,51.5324592590332,0
house,-0.4798767864704132,51.532508850097656,0
house,-0.48017430305480957,51.53239440917969,0
house,-0.4804534912109375,51.532310485839844,0
house,-0.48056209087371826,51.53233337402344,0
house,-0.4805820882320404,51.53229904174805,0
house,-0.4806321859359741,51.53231430053711,0
house,-0.48071831464767456,51.53216552734375,0
house,-0.48064368963241577,51.53215026855469,0
house,-0.48075878620147705,51.53195571899414,0
house,-0.4806680977344513,51.53193283081055,0
house,-0.4806559085845947,51.53195571899414,0
house,-0.4805870056152344,51.53194046020508,0
house,-0.48049700260162354,51.5320930480957,0
house,-0.4805726110935211,51.532108306884766,0
house,-0.4801723062992096,51.5321159362793,0
house,-0.4802511930465698,51.53215026855469,0
house,-0.48010051250457764,51.53227996826172,0
house,-0.48002079129219055,51.53224182128906,0
house,-0.47998571395874023,51.53227233886719,0
house,-0.4799019992351532,51.53223419189453,0
house,-0.48011380434036255,51.53205490112305,0
house,-0.48005110025405884,51.53202819824219,0
house,-0.48019149899482727,51.53190612792969,0
house,-0.48025649785995483,51.53193664550781,0
house,-0.4802843928337097,51.53191375732422,0
house,-0.48036640882492065,51.531951904296875,0
house,-0.4803712069988251,51.531585693359375,0
house,-0.4803923964500427,51.531639099121094,0
house,-0.47975319623947144,51.53173828125,0
house,-0.47972971200942993,51.531681060791016,0
house,-0.4800730049610138,51.5316276550293,0
house,-0.48005449771881104,51.53158187866211,0
house,-0.480297714471817,51.53154373168945,0
house,-0.4803186058998108,51.53159713745117,0
house,-0.4798614978790283,51.531368255615234,0
house,-0.47992101311683655,51.531394958496094,0
house,-0.47975680232048035,51.53152847290039,0
house,-0.47970050573349,51.531497955322266,0
house,-0.4794906973838806,51.53166580200195,0
house,-0.479407399892807,51.5316276550293,0
house,-0.47943729162216187,51.53160095214844,0
house,-0.47937721014022827,51.53157424926758,0
house,-0.47953519225120544,51.53144836425781,0
